UNIPROT,GENE
A6NNY8,USP27X
A8K031,KNTC2
A8K147,
A8K2S4,
A8K5J1,UMPS
A8K5M4,
A8K5S1,
A8K840,
A8KAH6,HSPB2-C11orf52
A8MUP8,RARA
B0QYN7,UBE2I
B1A4G6,GH1
B1A4G7,GH1
B1A4G9,GH1
B2R506,
B2R776,
B2RDX7,
B3KM43,
B3KP24,
B3KP89,
B3KRI8,
B3KTL6,
B3KY83,RXRA
B3KYB0,PAK6
B4DE36,
B4DJ51,HEL-S-72
B4DJ87,
B4DJK3,
B4DK06,
B4DM48,
B4DZQ2,
B7Z1T4,CYTH1
B7Z233,ACAT2
B7Z242,
B7Z4W4,
B7Z6G2,
B7ZAC0,
B7ZL13,FNBP1
B7ZLK5,FOXP2
C8C060,BMP2
C9JVE2,DCUN1D1
D2JYI1,TGFBR2
D6R938,CAMK2D
D7RIH8,HLA-DRB1
E9PAV3,NACA
E9PC69,MARK2
E9PF82,CAMK2D
E9PHE4,CRYAA2
F1D8P7,NR1H2
F1T0G1,CPLX1
F5GZL8,
F5GZV7,VAMP1
F5H4I9,
F6MDH7,BARD1
F6MDI0,BARD1
F6MDI1,BARD1
F8VV52,CNOT2
G3V160,CNKSR1
G3V4J7,DCAF5
G5E9R2,PAK6
H7C2I1,PRMT1
J3KNW4,
L7RRS6,RAF1
L7RSL3,FLT1
O00168,FXYD1
O00187,MASP2
O00194,RAB27B
O00206,TLR4
O00212,RHOD
O00329,PIK3CD
O00463,TRAF5
O00470,MEIS1
O00755,WNT7A
O14503,BHLHE40
O14512,SOCS7
O14576,DYNC1I1
O14593,RFXANK
O14594,NCAN
O14732,IMPA2
O14777,NDC80
O14788,TNFSF11
O14810,CPLX1
O14978,ZNF263
O14994,SYN3
O15042,U2SURP
O15062,ZBTB5
O15105,SMAD7
O15394,NCAM2
O15400,STX7
O15457,MSH4
O43172,PRPF4
O43196,MSH5
O43278,SPINT1
O43312,MTSS1
O43323,DHH
O43364,HOXA2
O43541,SMAD6
O43557,TNFSF14
O43704,SULT1B1
O43915,VEGFD
O60237,PPP1R12B
O60258,FGF17
O60266,ADCY3
O60563,CCNT1
O60716,CTNND1
O60749,SNX2
O60840,CACNA1F
O60880,SH2D1A
O60896,RAMP3
O75015,FCGR3B
O75084,FZD7
O75147,OBSL1
O75155,CAND2
O75175,CNOT3
O75251,NDUFS7
O75396,SEC22B
O75460,ERN1
O75469,NR1I2
O75496,GMNN
O75643,SNRNP200
O75928,PIAS2
O76093,FGF18
O94762,RECQL5
O94966,USP19
O94979,SEC31A
O95067,CCNB2
O95352,ATG7
O95393,BMP10
O95671,ASMTL
O95750,FGF19
O95793,STAU1
O96019,ACTL6A
P00156,MT-CYB
P00918,CA2
P01008,SERPINC1
P01033,TIMP1
P01241,GH1
P01344,IGF2
P01375,TNF
P01730,CD4
P01857,IGHG1
P01871,IGHM
P01903,HLA-DRA
P01911,HLA-DRB1
P01912,HLA-DRB1
P02489,CRYAA
P02686,MBP
P02708,CHRNA1
P02760,AMBP
P02792,FTL
P02794,FTH1
P03956,MMP1
P04054,PLA2G1B
P04075,ALDOA
P04085,PDGFA
P04156,PRNP
P04229,HLA-DRB1
P04350,TUBB4A
P05026,ATP1B1
P05062,ALDOB
P05108,CYP11A1
P05111,INHA
P05165,PCCA
P05166,PCCB
P05230,FGF1
P05783,KRT18
P06732,CKM
P06744,GPI
P06870,KLK1
P07358,C8B
P07437,TUBB
P07510,CHRNG
P07550,ADRB2
P07741,APRT
P07919,UQCRH
P08235,NR3C2
P08579,SNRPB2
P08620,FGF4
P08833,IGFBP1
P08908,HTR1A
P09038,FGF2
P09237,MMP7
P09488,GSTM1
P10114,RAP2A
P10153,RNASE2
P10276,RARA
P10600,TGFB3
P10644,PRKAR1A
P10767,FGF6
P10826,RARB
P10827,THRA
P11172,UMPS
P11229,CHRM1
P12018,VPREB1
P12034,FGF5
P12277,CKB
P12644,BMP4
P13489,RNH1
P13612,ITGA4
P13760,HLA-DRB1
P14555,PLA2G2A
P14923,JUP
P15313,ATP6V1B1
P15408,FOSL2
P15538,CYP11B1
P15692,VEGFA
P15735,PHKG2
P15882,CHN1
P17301,ITGA2
P17948,FLT1
P17980,PSMC3
P17987,TCP1
P18846,ATF1
P20393,NR1D1
P20807,CAPN3
P21281,ATP6V1B2
P21579,SYT1
P22003,BMP5
P22415,USF1
P22459,KCNA4
P22607,FGFR3
P23258,TUBG1
P23396,RPS3
P23435,CBLN1
P23515,OMG
P23760,PAX3
P23763,VAMP1
P24593,IGFBP5
P24752,ACAT1
P24928,POLR2A
P25024,CXCR1
P25054,APC
P25116,F2R
P26368,U2AF2
P27338,MAOB
P28065,PSMB9
P28068,HLA-DMB
P28070,PSMB4
P28161,GSTM2
P28221,HTR1D
P28222,HTR1B
P28335,HTR2C
P28360,MSX1
P28676,GCA
P28698,MZF1
P29218,IMPA1
P29322,EPHA8
P29622,SERPINA4
P30626,SRI
P30679,GNA15
P30876,POLR2B
P31276,HOXC13
P31946,YWHAB
P32238,CCKAR
P32239,CCKBR
P32298,GRK4
P33151,CDH5
P34820,BMP8B
P34896,SHMT1
P34897,SHMT2
P34925,RYK
P35080,PFN2
P35225,IL13
P35240,NF2
P35241,RDX
P35247,SFTPD
P35398,RORA
P36404,ARL2
P37023,ACVRL1
P37198,NUP62
P38606,ATP6V1A
P39748,FEN1
P39900,MMP12
P39905,GDNF
P40337,VHL
P41143,OPRD1
P41145,OPRK1
P41236,PPP1R2
P42025,ACTR1B
P42224,STAT1
P42574,CASP3
P42685,FRK
P42765,ACAA2
P43354,NR4A2
P43487,RANBP1
P43629,KIR3DL1
P45452,MMP13
P47712,PLA2G4A
P48058,GRIA4
P48643,CCT5
P48740,MASP1
P49023,PXN
P49116,NR2C2
P49137,MAPKAPK2
P49674,CSNK1E
P49703,ARL4D
P49756,RBM25
P49758,RGS6
P49761,CLK3
P49763,PGF
P49765,VEGFB
P49917,LIG4
P50148,GNAQ
P50151,GNG10
P50221,MEOX1
P50479,PDLIM4
P50591,TNFSF10
P50749,RASSF2
P51449,RORC
P51553,IDH3G
P51587,BRCA2
P51843,NR0B1
P52435,POLR2J
P52657,GTF2A2
P52757,CHN2
P52803,EFNA5
P53634,CTSC
P54727,RAD23B
P55036,PSMD4
P55055,NR1H2
P55075,FGF8
P55103,INHBC
P56159,GFRA1
P56545,CTBP2
P56703,WNT3
P57078,RIPK4
P57723,PCBP4
P57796,CABP4
P58166,INHBE
P59190,RAB15
P60866,RPS20
P60900,PSMA6
P61163,ACTR1A
P61225,RAP2B
P61266,STX1B
P61812,TGFB2
P61952,GNG11
P61968,LMO4
P62140,PPP1CB
P62191,PSMC1
P62314,SNRPD1
P62318,SNRPD3
P62942,FKBP1A
P63104,YWHAZ
P68363,TUBA1B
P68366,TUBA4A
P78337,PITX1
P78396,CCNA1
P78552,IL13RA1
P79483,HLA-DRB3
P84095,RHOG
P84103,SRSF3
P98171,ARHGAP4
P98175,RBM10
Q00536,CDK16
Q01105,SET
Q01970,PLCB3
Q02447,SP3
Q03113,GNA12
Q04912,MST1R
Q05193,DNM1
Q05195,MXD1
Q06413,MEF2C
Q06520,SULT2A1
Q06643,LTB
Q07869,PPARA
Q07955,SRSF1
Q07960,ARHGAP1
Q08043,ACTN3
Q08170,SRSF4
Q09019,DMWD
Q12788,TBL3
Q12841,FSTL1
Q12852,MAP3K12
Q12913,PTPRJ
Q13042,CDC16
Q13114,TRAF3
Q13214,SEMA3B
Q13216,ERCC8
Q13247,SRSF6
Q13303,KCNAB2
Q13349,ITGAD
Q13363,CTBP1
Q13424,SNTA1
Q13426,XRCC4
Q13432,UNC119
Q13449,LSAMP
Q13467,FZD5
Q13489,BIRC3
Q13554,CAMK2B
Q13595,TRA2A
Q13596,SNX1
Q13610,PWP1
Q13617,CUL2
Q13636,RAB31
Q13639,HTR4
Q13683,ITGA7
Q13748,
Q13813,SPTAN1
Q13868,EXOSC2
Q14011,CIRBP
Q14168,MPP2
Q14192,FHL2
Q14209,E2F2
Q14315,FLNC
Q14457,BECN1
Q14563,SEMA3A
Q14919,DRAP1
Q14994,NR1I3
Q14995,NR1D2
Q15014,MORF4L2
Q15034,HERC3
Q15059,BRD3
Q15149,PLEC
Q15291,RBBP5
Q15399,TLR1
Q15438,CYTH1
Q15459,SF3A1
Q15910,EZH2
Q16082,HSPB2
Q16089,
Q16602,CALCRL
Q16629,SRSF7
Q16644,MAPKAPK3
Q16790,CA9
Q1KMD3,HNRNPUL2
Q29974,HLA-DRB1
Q2M1Z3,ARHGAP31
Q2XQU9,
Q30154,HLA-DRB5
Q53ET8,
Q53GA5,
Q53GM7,CNKSR1
Q53XC2,EIF2B2
Q53XC5,BMP4
Q53YD8,hCG_23373
Q53YK7,PRNP
Q59EK9,RUNDC3A
Q59FD9,
Q59FK4,
Q59GC5,
Q59GT2,
Q5JPT6,
Q5JS13,RALGPS1
Q5STB3,TNF-alpha
Q5STP9,RXRB
Q5T2T1,MPP7
Q5T7S2,TGFBR1
Q5T942,ZBTB5
Q5U0I6,RAB1A
Q5VZ18,SHE
Q5Y7D1,HLA-DRB1
Q63ZY3,KANK2
Q658N3,DKFZp666G145
Q6DT37,CDC42BPG
Q6FG93,VAMP5
Q6FGG2,VAMP3
Q6FGX5,TIMP1
Q6I9R8,FHL2
Q6IAZ3,VAMP4
Q6IBA9,TNFSF10
Q6KF10,GDF6
Q6P0Q8,MAST2
Q6PH85,DCUN1D2
Q6PJI9,WDR59
Q6PUV4,CPLX2
Q6UXL0,IL20RB
Q6UXN9,WDR82
Q6VAB6,KSR2
Q6ZN04,MEX3B
Q6ZSZ5,ARHGEF18
Q70EK9,USP51
Q76N89,HECW1
Q7L5N1,COPS6
Q7LAP4,VEGFB
Q7LG56,RRM2B
Q7Z3B4,NUP54
Q7Z3D7,DKFZp686E2459
Q7Z3I7,ZNF572
Q7Z444,ERAS
Q7Z5N4,SDK1
Q7Z6J2,TAMALIN
Q86SE9,PCGF5
Q86U06,RBM23
Q86UN2,RTN4RL1
Q86UP0,CDH24
Q86XP3,DDX42
Q8IUH3,RBM45
Q8IVI9,NOSTRIN
Q8IWL2,SFTPA1
Q8IXW6,DPYSL3
Q8IY97,AP1G1
Q8N2W9,PIAS4
Q8N652,GNAZ
Q8N6I9,GNAO1
Q8N8V4,ANKS4B
Q8N9B4,ANKRD42
Q8NBB4,ZSCAN1
Q8NBE8,KLHL23
Q8NCD3,HJURP
Q8NDN9,RCBTB1
Q8NDV2,GPR26
Q8NEY4,ATP6V1C2
Q8NG27,PJA1
Q8NHZ8,CDC26
Q8TAF3,WDR48
Q8TAM1,BBS10
Q8TCU6,PREX1
Q8TE12,LMX1A
Q8TEY7,USP33
Q8TF39,ZNF483
Q8WUI4,HDAC7
Q8WV41,SNX33
Q8WV44,TRIM41
Q8WVJ9,TWIST2
Q8WVZ7,RNF133
Q8WXE9,STON2
Q8WXF1,PSPC1
Q8WZA2,RAPGEF4
Q92565,RAPGEF5
Q92608,DOCK2
Q92630,DYRK2
Q92750,TAF4B
Q92796,DLG3
Q92800,EZH1
Q92826,HOXB13
Q92854,SEMA4D
Q92876,KLK6
Q92879,CELF1
Q92913,FGF13
Q93034,CUL5
Q969L4,LSM10
Q969Q5,RAB24
Q96AY2,EME1
Q96BQ3,TRIM43
Q96BY6,DOCK10
Q96FI0,UBE2W
Q96GD3,SCMH1
Q96GG9,DCUN1D1
Q96GX5,MASTL
Q96IA0,PTPRN
Q96IF9,VCP
Q96JK2,DCAF5
Q96L34,MARK4
Q96M94,KLHL15
Q96MG7,NSMCE3
Q96NY9,MUS81
Q96Q42,ALS2
Q96QV1,HHIP
Q96RU3,FNBP1
Q96S94,CCNL2
Q96S95,CAMK2N2
Q96SB3,PPP1R9B
Q96T49,PPP1R16B
Q99075,HBEGF
Q99418,CYTH2
Q99466,NOTCH4
Q99640,PKMYT1
Q99731,CCL19
Q99836,MYD88
Q99873,PRMT1
Q99959,PKP2
Q9BQY4,RHOXF2
Q9BRL6,SRSF8
Q9BS40,LXN
Q9BSU3,NAA11
Q9BUR4,WRAP53
Q9BVG8,KIFC3
Q9BWD1,ACAT2
Q9BWF2,TRAIP
Q9BWF3,RBM4
Q9BXA7,TSSK1B
Q9BXJ9,NAA15
Q9BXM7,PINK1
Q9BYV2,TRIM54
Q9BZD4,NUF2
Q9BZR6,RTN4R
Q9C0C7,AMBRA1
Q9GZN1,ACTR6
Q9GZQ8,MAP1LC3B
Q9GZV1,ANKRD2
Q9GZV9,FGF23
Q9H0C5,BTBD1
Q9H0H5,RACGAP1
Q9H1K0,RBSN
Q9H211,CDT1
Q9H222,ABCG5
Q9H2K8,TAOK3
Q9H2S1,KCNN2
Q9H2X6,HIPK2
Q9H4B7,TUBB1
Q9H4E5,RHOJ
Q9H5K3,POMK
Q9H7D0,DOCK5
Q9H8M2,BRD9
Q9H9S0,NANOG
Q9HAJ7,SAP30L
Q9HCS4,TCF7L1
Q9NPR2,SEMA4B
Q9NQ66,PLCB1
Q9NR22,PRMT8
Q9NR33,POLE4
Q9NRF9,POLE3
Q9NRL3,STRN4
Q9NVX2,NLE1
Q9NYB9,ABI2
Q9NYN1,RASL12
Q9NYS7,WSB2
Q9NYY1,IL20
Q9NZ32,ACTR10
Q9NZJ0,DTL
Q9NZJ5,EIF2AK3
Q9NZN8,CNOT2
Q9P286,PAK5
Q9P2A4,ABI3
Q9P2J3,KLHL9
Q9P2P5,HECW2
Q9P2R7,SUCLA2
Q9UBE8,NLK
Q9UBI6,GNG12
Q9UBR4,LHX3
Q9UBU7,DBF4
Q9UBU8,MORF4L1
Q9UDY8,MALT1
Q9UEU0,VTI1B
Q9UEW8,STK39
Q9UF33,EPHA6
Q9UHX1,PUF60
Q9UI10,EIF2B4
Q9UI32,GLS2
Q9UI42,CPA4
Q9UI95,MAD2L2
Q9UJP4,KLHL21
Q9UJT9,FBXL7
Q9UK05,GDF2
Q9UK08,GNG8
Q9UKP4,ADAMTS7
Q9UL62,TRPC5
Q9ULB4,CDH9
Q9ULH0,KIDINS220
Q9ULJ8,PPP1R9A
Q9ULL4,PLXNB3
Q9UPT9,USP22
Q9UQ07,MOK
Q9UQB9,AURKC
Q9UQR0,SCML2
Q9Y230,RUVBL2
Q9Y265,RUVBL1
Q9Y2H9,MAST1
Q9Y388,RBMX2
Q9Y3B2,EXOSC1
Q9Y3B4,SF3B6
Q9Y4K4,MAP4K5
Q9Y4P1,ATG4B
Q9Y577,TRIM17
Q9Y5X1,SNX9
Q9Y5X2,SNX8
Q9Y5Y6,ST14
Q9Y6N8,CDH10
Q9Y6Q6,TNFRSF11A
P06753,TPM3
P09110,ACAA1
P19438,TNFRSF1A
P22307,SCP2
Q30201,HFE
O14896,IRF6
Q13568,IRF5
A1A4S6,ARHGAP10
A5YM40,TGFB3
A8K8I8,
B1AP13,CD55
B2RBV7,
B3KNH5,
B3KPF0,
B3KVH9,
B4DP47,BCKDHA
B4E0T2,PEX5
B5MCZ6,FANCL
D3DT93,TRAF5
E5LCN7,NPPC
E9KL30,
E9PAU2,RAVER1
F1D8Q5,NR2B1
F5CTF3,
G5E9I6,MAPRE2
O00159,MYO1C
O00204,SULT2B1
O00422,SAP18
O14521,SDHD
O14787,TNPO2
O14867,BACH1
O14879,IFIT3
O15145,ARPC3
O15198,SMAD9
O15455,TLR3
O43665,RGS10
O43741,PRKAB2
O60890,OPHN1
O75094,SLIT3
O75159,SOCS5
O75382,TRIM3
O75575,CRCP
O75593,FOXH1
O75899,GABBR2
O94829,IPO13
O94856,NFASC
O95271,TNKS
O95347,SMC2
O95365,ZBTB7A
O95405,ZFYVE9
P01019,AGT
P01160,NPPA
P01732,CD8A
P02511,CRYAB
P02745,C1QA
P02746,C1QB
P02749,APOH
P04792,HSPB1
P05000,IFNW1
P05089,ARG1
P05106,ITGB3
P06681,C2
P07910,HNRNPC
P08138,NGFR
P09668,CTSH
P11912,CD79A
P12694,BCKDHA
P12980,LYL1
P13598,ICAM2
P17342,NPR3
P17936,IGFBP3
P18065,IGFBP2
P18509,ADCYAP1
P18887,XRCC1
P20042,EIF2S2
P20073,ANXA7
P20338,RAB4A
P21453,S1PR1
P21549,AGXT
P21953,BCKDHB
P22692,IGFBP4
P23582,NPPC
P23946,CMA1
P24592,IGFBP6
P26010,ITGB7
P27707,DCK
P30530,AXL
P30740,SERPINB1
P32248,CCR7
P32881,IFNA8
P34130,NTF4
P35580,MYH10
P41091,EIF2S3
P41586,ADCYAP1R1
P46736,BRCC3
P47872,SCTR
P47928,ID4
P49005,POLD2
P50225,SULT1A1
P50458,LHX2
P51685,CCR8
P54619,PRKAG1
P54760,EPHB4
P55289,CDH12
P63162,SNRPN
P63316,TNNC1
P78540,ARG2
P85298,ARHGAP8
Q00403,GTF2B
Q01973,ROR1
Q02846,GUCY2D
Q04844,CHRNE
Q06265,EXOSC9
Q07001,CHRND
Q08345,DDR1
Q13241,KLRD1
Q13243,SRSF5
Q13564,NAE1
Q13637,RAB32
Q14112,NID2
Q14137,BOP1
Q14203,DCTN1
Q14627,IL13RA2
Q14683,SMC1A
Q15054,POLD3
Q15257,PTPA
Q15555,MAPRE2
Q15672,TWIST1
Q15691,MAPRE1
Q15907,RAB11B
Q16099,GRIK4
Q16526,CRY1
Q17R89,ARHGAP44
Q53QZ3,ARHGAP15
Q59EI3,
Q59EK3,
Q5RKV6,EXOSC6
Q5SUJ9,GABBR1
Q5T5U3,ARHGAP21
Q5T9C9,PIP5KL1
Q5VZM2,RRAGB
Q6IAT9,PSMB6
Q6MZZ3,DKFZp686I0746
Q6P3U7,RXRA
Q6ZSB9,ZBTB49
Q6ZUM4,ARHGAP27
Q719H9,KCTD1
Q75MT5,RFC2
Q7L0X0,TRIL
Q7L2M7,PFKL
Q7Z3B1,NEGR1
Q7Z6M4,MTERF4
Q7Z794,KRT77
Q86X55,CARM1
Q86Y07,VRK2
Q8IUR0,TRAPPC5
Q8IW08,GABBR1
Q8IW93,ARHGEF19
Q8IWL1,SFTPA2
Q8IXF0,NPAS3
Q8IY67,RAVER1
Q8NFY4,SEMA6D
Q8TAI7,RHEBL1
Q8TEB7,RNF128
Q92496,CFHR4
Q92731,ESR2
Q92837,FRAT1
Q93008,USP9X
Q96AJ9,VTI1A
Q96AX1,VPS33A
Q96BR9,ZBTB8A
Q96CB9,NSUN4
Q96HZ4,HES6
Q96JA1,LRIG1
Q96JH8,RADIL
Q96N95,ZNF396
Q96SI1,KCTD15
Q99426,TBCB
Q99643,SDHC
Q99748,NRTN
Q9BXR6,CFHR5
Q9BXX3,ANKRD30A
Q9C0K7,STRADB
Q9GZL7,WDR12
Q9H269,VPS16
Q9H2K2,TNKS2
Q9H3F6,KCTD10
Q9H3S7,PTPN23
Q9HAV4,XPO5
Q9NP72,RAB18
Q9NR09,BIRC6
Q9NS75,CYSLTR2
Q9NW38,FANCL
Q9P258,RCC2
Q9P2K5,MYEF2
Q9UBP0,SPAST
Q9UBS5,GABBR1
Q9UGI9,PRKAG3
Q9UGJ0,PRKAG2
Q9UGP5,POLL
Q9UIW2,PLXNA1
Q9UJX3,ANAPC7
Q9UKA1,FBXL5
Q9UKT7,FBXL3
Q9UKV5,AMFR
Q9UNA1,ARHGAP26
Q9UPY8,MAPRE3
Q9Y252,RNF6
Q9Y271,CYSLTR1
Q9Y2G4,ANKRD6
Q9Y2L1,DIS3
Q9Y2L8,ZKSCAN5
Q9Y535,POLR3H
Q9Y5N1,HRH3
Q9Y5S1,TRPV2
A0AVI2,FER1L5
A0PJE2,DHRS12
A0PJK1,SLC5A10
A0PJX0,CIB4
A0PJZ3,GXYLT2
A1A5B4,ANO9
A1A5C7,SLC22A23
A1IGU5,ARHGEF37
A1KZ92,PXDNL
A1L0T0,ILVBL
A1L157,TSPAN11
A1L167,UBE2QL1
A1L453,PRSS38
A1L4H1,SSC5D
A1L4K1,FSD2
A1YPR0,ZBTB7C
A1Z1Q3,MACROD2
A2A2Y4,FRMD3
A2A368,MAGEB16
A2BFH1,
A2CJ06,DYTN
A2PYH4,HFM1
A2RRD8,ZNF320
A2RUH7,MYBPHL
A2RUS2,DENND3
A4D0S4,LAMB4
A4D1E9,GTPBP10
A4D1F6,LRRD1
A4D1S5,RAB19
A4D1T9,PRSS37
A4D2B0,MBLAC1
A4D2P6,GRID2IP
A4FU01,MTMR11
A4QPB2,LRP5L
A5A3E0,POTEF
A5LHX3,PSMB11
A5PKW4,PSD
A5PLL1,ANKRD34B
A5X5Y0,HTR3E
A5YKK6,CNOT1
A5YM72,CARNS1
A6H8M9,CDHR4
A6NCE7,MAP1LC3B2
A6NCF5,KLHL33
A6NCQ9,RNF222
A6NCS4,NKX2-6
A6ND01,IZUMO1R
A6ND36,FAM83G
A6NDA9,LRIT2
A6NDI0,TRIM49B
A6NDS4,TBC1D3B
A6NED2,RCCD1
A6NEE1,PLEKHD1
A6NEK1,ARRDC5
A6NER0,TBC1D3F
A6NF34,ANTXRL
A6NFH5,FABP12
A6NFQ2,TCAF2
A6NFQ7,DPRX
A6NFX1,MFSD2B
A6NGE4,DCAF8L1
A6NGE7,URAD
A6NGJ6,TRIM64
A6NH11,GLTPD2
A6NHC0,CAPN8
A6NHJ4,ZNF860
A6NHL2,TUBAL3
A6NHN0,OTOL1
A6NHR9,SMCHD1
A6NHX0,CASTOR2
A6NHY2,ANKDD1B
A6NI28,ARHGAP42
A6NI73,LILRA5
A6NIH7,UNC119B
A6NIR3,AGAP5
A6NIV6,LRRIQ4
A6NIX2,WTIP
A6NJG6,ARGFX
A6NJT0,UNCX
A6NK44,GLOD5
A6NK53,ZNF233
A6NK59,ASB14
A6NK75,ZNF98
A6NKF2,ARID3C
A6NKT7,RGPD3
A6NLU0,RFPL4A
A6NLW8,DUXA
A6NM28,ZFP92
A6NM36,LRRC30
A6NMZ7,COL6A6
A6NND4,OR2AT4
A6NNS2,DHRS7C
A6NP11,ZNF716
A6QL63,BTBD11
A6QL64,ANKRD36
A8K2U0,A2ML1
A8K8V0,ZNF785
A8K979,ERI2
A8MPY1,GABRR3
A8MQ14,ZNF850
A8MTB9,CEACAM18
A8MTL9,HMSD
A8MTQ0,NOTO
A8MTY0,ZNF724
A8MU46,SMTNL1
A8MUV8,ZNF727
A8MV23,SERPINE3
A8MVW5,HEPACAM2
A8MW92,PHF20L1
A8MX76,CAPN14
A8MXD5,GRXCR1
A8MZ59,LEUTX
A8TX70,COL6A5
A9QM74,KPNA7
A9UHW6,MIF4GD
B0I1T2,MYO1G
B1AJZ9,FHAD1
B2RNN3,C1QTNF9B
B2RTY4,MYO9A
B2RU33,POTEC
B2RXH8,HNRNPCL2
B4DU55,ZNF879
B4DX44,ZNF736
B4DXR9,ZNF732
B6SEH8,ERVV-1
B7Z1M9,C2CD4D
B7Z6K7,ZNF814
C9JCN9,HSBP1L1
C9JJ37,BTBD19
C9JN71,ZNF878
E7ETH6,ZNF587B
F8VTS6,RFPL4AL1
H3BQB6,STMND1
I1YAP6,TRIM77
O00116,AGPS
O00139,KIF2A
O00148,DDX39A
O00154,ACOT7
O00155,GPR25
O00170,AIP
O00178,GTPBP1
O00180,KCNK1
O00182,LGALS9
O00189,AP4M1
O00192,ARVCF
O00213,APBB1
O00214,LGALS8
O00222,GRM8
O00232,PSMD12
O00241,SIRPB1
O00254,F2RL2
O00255,MEN1
O00268,TAF4
O00270,GPR31
O00273,DFFA
O00291,HIP1
O00294,TULP1
O00295,TULP2
O00299,CLIC1
O00305,CACNB4
O00308,WWP2
O00330,PDHX
O00338,SULT1C2
O00341,SLC1A7
O00391,QSOX1
O00398,P2RY10
O00399,DCTN6
O00408,PDE2A
O00411,POLRMT
O00418,EEF2K
O00421,CCRL2
O00423,EML1
O00445,SYT5
O00451,GFRA2
O00462,MANBA
O00468,AGRN
O00472,ELL2
O00478,BTN3A3
O00481,BTN3A1
O00501,CLDN5
O00519,FAAH
O00533,CHL1
O00541,PES1
O00548,DLL1
O00562,PITPNM1
O00574,CXCR6
O00584,RNASET2
O00590,ACKR2
O00591,GABRP
O00602,FCN1
O00622,CCN1
O00625,PIR
O00628,PEX7
O00634,NTN3
O00743,PPP6C
O00744,WNT10B
O00754,MAN2B1
O14490,DLGAP1
O14493,CLDN4
O14495,PLPP3
O14497,ARID1A
O14498,ISLR
O14514,ADGRB1
O14520,AQP7
O14526,FCHO1
O14548,COX7A2L
O14556,GAPDHS
O14561,NDUFAB1
O14569,CYB561D2
O14579,COPE
O14618,CCS
O14626,GPR171
O14627,CDX4
O14628,ZNF195
O14638,ENPP3
O14639,ABLIM1
O14646,CHD1
O14647,CHD2
O14649,KCNK3
O14654,IRS4
O14672,ADAM10
O14678,ABCD4
O14686,KMT2D
O14709,ZNF197
O14715,RGPD8
O14727,APAF1
O14734,ACOT8
O14744,PRMT5
O14746,TERT
O14763,TNFRSF10B
O14764,GABRD
O14773,TPP1
O14782,KIF3C
O14793,MSTN
O14804,TAAR5
O14815,CAPN9
O14829,PPEF1
O14832,PHYH
O14842,FFAR1
O14843,FFAR3
O14862,AIM2
O14874,BCKDK
O14880,MGST3
O14901,KLF11
O14917,PCDH17
O14926,FSCN2
O14958,CASQ2
O14967,CLGN
O14972,VPS26C
O14975,SLC27A2
O14977,AZIN1
O14981,BTAF1
O14983,ATP2A1
O15013,ARHGEF10
O15015,ZNF646
O15016,TRIM66
O15020,SPTBN2
O15031,PLXNB2
O15033,AREL1
O15034,RIMBP2
O15047,SETD1A
O15054,KDM6B
O15056,SYNJ2
O15060,ZBTB39
O15066,KIF3B
O15067,PFAS
O15072,ADAMTS3
O15075,DCLK1
O15090,ZNF536
O15117,FYB1
O15119,TBX3
O15164,TRIM24
O15178,TBXT
O15194,CTDSPL
O15195,VILL
O15204,ADAMDEC1
O15212,PFDN6
O15213,WDR46
O15218,GPR182
O15229,KMO
O15230,LAMA5
O15244,SLC22A2
O15254,ACOX3
O15269,SPTLC1
O15270,SPTLC2
O15294,OGT
O15296,ALOX15B
O15303,GRM6
O15335,CHAD
O15344,MID1
O15347,HMGB3
O15353,FOXN1
O15354,GPR37
O15355,PPM1G
O15357,INPPL1
O15381,NVL
O15382,BCAT2
O15399,GRIN2D
O15417,TNRC18
O15438,ABCC3
O15440,ABCC5
O15479,MAGEB2
O15480,MAGEB3
O15481,MAGEB4
O15484,CAPN5
O15496,PLA2G10
O15527,OGG1
O15528,CYP27B1
O15529,GPR42
O15537,RS1
O15540,FABP7
O15541,RNF113A
O15550,KDM6A
O15553,MEFV
O43143,DHX15
O43147,SGSM2
O43148,RNMT
O43149,ZZEF1
O43155,FLRT2
O43166,SIPA1L1
O43167,ZBTB24
O43174,CYP26A1
O43184,ADAM12
O43193,MLNR
O43194,GPR39
O43240,KLK10
O43246,SLC7A4
O43252,PAPSS1
O43280,TREH
O43286,B4GALT5
O43294,TGFB1I1
O43295,SRGAP3
O43298,ZBTB43
O43304,SEC14L5
O43307,ARHGEF9
O43309,ZSCAN12
O43320,FGF16
O43345,ZNF208
O43361,ZNF749
O43379,WDR62
O43396,TXNL1
O43405,COCH
O43414,ERI3
O43422,THAP12
O43435,TBX1
O43439,CBFA2T2
O43448,KCNAB3
O43451,MGAM
O43491,EPB41L2
O43511,SLC26A4
O43513,MED7
O43516,WIPF1
O43520,ATP8B1
O43548,TGM5
O43572,AKAP10
O43581,SYT7
O43592,XPOT
O43602,DCX
O43603,GALR2
O43613,HCRTR1
O43614,HCRTR2
O43615,TIMM44
O43623,SNAI2
O43660,PLRG1
O43663,PRC1
O43678,NDUFA2
O43681,GET3
O43692,PI15
O43699,SIGLEC6
O43709,BUD23
O43719,HTATSF1
O43745,CHP2
O43772,SLC25A20
O43776,NARS1
O43781,DYRK3
O43795,MYO1B
O43809,NUDT21
O43813,LANCL1
